trial,estimate_value
1,0.548374567581811
2,1.8055352461090088
3,1.2101292987967274
4,-0.48013440355690423
5,2.9813863073690836
6,0.712042497827894
7,-0.55016600472808
8,0.8900458182628191
9,-0.41618596244270845
10,-1.7766340957243314
11,0.5083650826871534
12,0.4174733167612124
13,2.2393173736645013
14,1.6765308495912934
15,1.601878186814261
16,0.1622717724670788
17,1.3370021476789724
18,2.06092852310537
19,-2.7273073734379993
20,0.8929410368480386
21,1.544117515171141
22,0.8201221281999799
23,0.9402529619689242
24,1.8698631271062112
25,1.2208567307762193
26,0.41745024096136196
27,0.5954268421663385
28,1.4467506363376608
29,-0.6619479171521643
30,0.2608412590604652
31,1.1755169973626798
32,0.7927237725437088
33,0.32687721349763454
34,1.3685918992463912
35,1.2849442888042895
36,4.730299875775415
37,0.7643513539356822
38,1.8092152954312575
39,0.4832511779697976
40,0.6017914196853371
41,1.384236336364612
42,1.0614855492560897
43,0.19786016306113718
44,0.6962413334847481
45,1.5604937629580475
46,1.411749705541325
47,0.8751423613283732
48,0.010600804181983925
49,1.0193289860450918
50,2.4372938735113205
51,1.1278766643975557
52,0.059405058934329645
53,2.738603646953269
54,-1.574726340311871
55,1.102082401830336
56,1.9243522578969527
57,0.12777741799953013
58,2.8795061052866404
59,1.1199496752104001
60,1.842056708069627
61,0.7669946156367161
62,1.1561828044744449
63,0.5030332237376881
64,1.90050076529621
65,1.0956854654747858
66,2.1429432925497016
67,0.4890596250505288
68,0.7046955962392015
69,2.0673830153181845
70,1.3568071342044157
71,-0.2926017208489178
72,0.9669946524925527
73,1.1526912537021305
74,1.0227374077535072
75,1.1699842832871143
76,-0.20755012322531635
77,0.07756927074784158
78,0.5456875613104465
79,1.4556918568759711
80,0.34280008450648686
81,1.1318952740384949
82,1.383576265529252
83,1.1916281221241423
84,1.0180553239387076
85,1.691683672577268
86,1.5541036787405533
87,1.164065463504877
88,-0.4103909841444044
89,0.08747503153782571
90,1.7343993748018298
91,1.7150620862949817
92,0.5492805423238621
93,0.8692219538544848
94,1.197333014792491
95,0.34735684771359127
96,1.6017580803980829
97,2.0153454848618604
98,1.3599515838224405
99,1.0225789389427178
100,0.3578619634986193
101,1.6295386674291983
102,-0.5591693232810881
103,1.062933168993469
104,0.7926010885160854
105,0.028660916729791458
106,1.1818449485604947
107,0.9645516158970465
108,1.2903308516298337
109,0.5560463877665406
110,2.1610939369679585
111,0.9240545935140169
112,-0.24059668141223653
113,0.8170569178214699
114,0.9426483708612868
115,-1.1584928590025967
116,-0.5509076605990174
117,-0.3028649664359873
118,0.5546739108675283
119,-0.4185399197645295
120,1.2431257805630036
121,4.901176698615559
122,2.252762550116269
123,-0.1846527464637934
124,3.2689203327079785
125,1.6878302409201988
126,0.5979125947193534
127,1.479797604923143
128,0.8849913704699023
129,1.0345329962690797
130,1.9681950059027984
131,1.5476696599591346
132,2.4585863634284872
133,1.162363255227631
134,1.7636167185496012
135,-0.16675634956585775
136,1.7311563314180722
137,-1.0894231548504814
138,0.7894314336418895
139,1.2587276106379879
140,-0.27982380619720065
141,-0.9540879652506957
142,2.194242967615284
143,-0.3886267034207762
144,0.7102867997392289
145,0.7570254105282163
146,0.7698741047838205
147,1.4875102530099122
148,1.075971291008464
149,1.9599692735572403
150,1.2474615332629182
151,0.6881214746317823
152,1.9278521191576614
153,1.69848757737069
154,2.0957855694640335
155,0.8018038497550117
156,1.9025231220212513
157,0.8821582340112272
158,1.1687083484548058
159,-1.07052208418244
160,0.05600186268602769
161,2.0857228458237027
162,1.0241636590606555
163,0.7180329790753096
164,0.5306967715494457
165,1.34024714223894
166,-0.10588903458815466
167,0.9138476527950813
168,1.3677673945689495
169,-0.3656321735844049
170,1.1248572307160318
171,1.1630551399204008
172,1.8031326119853843
173,1.4166339199239657
174,1.0700867018110094
175,0.8415954842036506
176,-2.331007354379409
177,0.7022147240948275
178,1.2801724653827637
179,0.48677544828287733
180,1.807084830203218
181,-0.23493716314148644
182,1.6047563882823777
183,-0.3620474575287766
184,1.6911464423587634
185,1.5068830539409006
186,2.983455247875635
187,0.13001700019073464
188,2.0301908020957162
189,0.21967332387253968
190,0.4859689965429135
191,1.659875940315242
192,0.4511809962983711
193,0.727346517781486
194,1.179588561776391
195,1.424606861945532
196,2.34060392069033
197,1.3218937765150924
198,0.4247059747676044
199,0.3530619330649412
200,-0.3839046976233951
201,1.4596189524939438
202,1.2976115292125745
203,1.2004042143249798
204,1.7669054573589
205,1.365583902087593
206,1.8893178540689177
207,1.0242163724443207
208,1.6938913781205835
209,1.199568535890706
210,2.2827092752530773
211,0.352650438633754
212,2.5243530348742436
