trial,estimate_value
1,1.2408874163784724
2,1.8527841229082347
3,1.4335670992848193
4,1.3216917215722825
5,1.38666645636704
6,1.2648686643726192
7,1.472780474459868
8,1.413664045020125
9,1.4624638665559333
10,1.2722397983484293
11,1.4281752134067498
12,1.2699938575444913
13,1.434954717744916
14,1.3019558798310247
15,1.0379275600302216
16,1.3844078126067387
17,1.349781016344136
18,1.5742819831814632
19,1.3269966486452318
20,1.5360766273577107
21,1.549983635408868
22,1.220527385921774
23,1.762385589800142
24,1.1549885115588203
25,1.5873867678083984
26,1.3811502428711342
27,1.254208324989566
28,1.2121712677452208
29,1.1936913518415417
30,1.872119960155484
31,1.620584883873612
32,1.3786935674449177
33,1.427617001950419
34,1.1611996016232624
35,1.4744007901445573
36,1.1778875420635957
37,1.4360788880414863
38,1.2710764517378357
39,1.47296267977472
40,1.4384812574878953
41,1.9634964866120805
42,1.4379016868458108
43,0.9818150642076713
44,1.5723771389706345
45,1.6675388507101758
46,1.3267953149460656
47,1.552304039436343
48,1.7516284343652084
49,1.613792759318603
50,1.184385178700916
51,1.2923437548800685
52,1.8283957926699324
53,1.725583121749801
54,1.5929733500672743
55,1.3519242673369556
56,1.2919212376286944
57,1.453544917325163
58,1.2690381690199253
59,1.4703946316313563
60,1.3338359682133212
61,1.3307006508713377
62,1.1191225215530647
63,1.301477070764297
64,1.4848799501517902
65,1.4573504958065695
66,1.4032552249867576
67,1.9241795177717125
68,1.7098630829688375
69,1.4483310238541325
70,1.498638798013683
71,1.717840769804532
72,1.552872602931448
73,1.626469990392013
74,1.4332759449442098
75,1.3898390693225182
76,1.558198857547415
77,1.1492969581415913
78,1.067751263750738
79,1.5708307406742044
80,1.585017077122866
81,1.407353779149543
82,1.17207854503228
83,1.1592874332408265
84,1.3444346739186934
85,1.5023393535504324
86,1.1788748856997424
87,1.5447201484667181
88,1.1975694890635387
89,1.810824000505199
90,1.3363443986864039
91,1.5859922713226502
92,1.3206621186955763
93,1.2113372180888524
94,1.5613993333286933
95,1.6886139582925908
96,1.2728788095571033
97,1.6275743309784938
98,1.6240090444587347
99,1.384812020105282
100,1.463916004285579
101,1.5432633078108244
102,1.4259735902498185
103,1.699994271001573
104,1.3468720779120675
105,1.5198331691290694
106,1.5593872718453752
107,1.3584019977602042
108,1.509650145883102
109,1.0600963399047993
110,1.643464049517622
111,1.0086424617772607
112,1.3388846896749318
113,1.195941191787174
114,1.5931648359456747
115,1.151499102446978
116,1.3825731709467903
117,1.4024938992363525
118,1.1605896302264598
119,1.2018641893975839
120,1.7087888978050239
121,1.6255888465289747
122,1.4052971101610943
123,1.163336331871523
124,1.4207388160156724
125,0.8187794151094117
126,1.2330562307694255
127,1.2574218528049137
128,1.5906713109342532
129,1.6243176788737586
130,1.3698196927054005
131,1.4180482072944833
132,1.6849398801105924
133,1.609506014399769
134,1.440600360910889
135,1.4723757321198307
136,1.3940148165394826
137,1.470240382091515
138,1.5043266109314253
139,1.4440635916253388
140,2.102959278403346
141,1.5491230692022788
142,1.200648735619484
143,1.3748106716908552
144,1.4751817513030092
145,1.4481554633877396
146,1.4090935468889785
147,1.7121886814801894
148,1.0698591177745032
149,1.7192628646766428
150,1.3905721628950751
151,1.4633421004290064
152,1.7016792773287819
153,1.75757651880559
154,1.4099314634401598
155,1.7370151962452425
156,1.4132481276163824
157,1.3686090226820466
158,1.3106685229544304
159,1.5062300778602138
160,1.306086072587076
161,1.432259870794984
162,1.2271774899153673
163,1.4621004376140583
164,1.0472154177353568
165,1.68940356093284
166,1.467521865395695
167,1.467439824908458
168,1.8141796433595065
169,1.6874697383714181
170,1.4963958696079158
171,1.9080400589976099
172,1.4862259800508781
173,0.870872321493711
174,1.2816873205453223
175,1.4775941580273673
176,1.2987347805089706
177,1.8114419141239397
178,1.1969142712093725
179,1.4541452820841023
180,1.4094899243523453
181,1.725199094404135
182,1.5934240720759825
183,1.3355633720409914
184,1.8622037509111626
185,1.4830949930233928
186,1.49533381580848
187,1.433322560755301
188,1.3933440126819527
189,1.461942480501495
190,1.4069975361653455
191,1.6267111575221491
192,1.6697787182415929
193,1.0673386183879108
194,1.4266730846781253
195,1.4889125780305377
196,1.0316290745751473
197,1.3705374134569672
198,1.37284187984878
199,1.6413129848774157
200,1.2294910580656122
201,1.37291385237857
202,1.0297859075139335
203,1.6323925665740855
204,1.744139329822485
205,1.4945743724281226
206,1.4953189163378444
207,1.4805824140447508
208,1.228896921650248
209,1.1676959887218405
210,1.6252051174716493
211,1.5498402774456723
212,1.2999557786990328
213,1.546356318788402
214,1.2086984051835652
215,1.1727301379663575
216,1.2608099075970647
217,1.1568402982421102
218,1.3765467734147332
219,1.4533546754921542
220,1.296367006760643
221,1.732537144234535
222,1.2787964413395954
223,1.7031308197432065
224,1.5718964088126812
225,1.5711461651736405
226,1.2389771668827803
227,1.5661172325488042
228,1.2940745003684926
229,0.9836715982407419
230,1.445021109710637
231,1.1659503736345498
232,1.2349668134656226
233,1.3818036321267526
234,1.7164017351592802
235,1.1582835966697456
236,1.4110125465538905
237,1.4864694800072291
238,1.4418574978409517
239,0.9177402716504616
240,1.2589784692010009
241,1.355407910953529
242,1.6279726811036435
243,1.2798268394010173
244,1.461775725122009
245,1.611902700454579
246,1.3989501615875444
247,1.2734430741908327
248,1.6135820255694373
249,1.5677784554615777
250,1.2460906756340262
251,1.2585961700071
252,1.6275985799938788
253,1.394796883290815
254,1.8170108394514493
255,1.6892937576665104
256,1.3637220767617326
257,1.2312350116214557
258,1.599034182508148
259,1.3270041625681959
260,1.2162324936799924
261,1.0678991845131436
262,1.3147633842968913
263,1.2464861000548335
264,1.4814772048733416
265,1.4326635252097657
266,1.2920976030230051
267,1.5883585948226164
268,1.389448564831322
269,1.5588856791014047
270,1.2848994378718326
271,1.2571359158614224
272,1.2761850245712445
273,0.9996076558140956
274,1.1486410530222493
275,1.3522694819379057
276,1.8236897542338286
277,1.6096222352974177
278,1.3156407646486976
279,1.160628359790969
280,1.2821651427857885
281,1.4013194843155024
282,1.6853151806087256
283,1.6514764364168515
284,1.4287875733780926
285,1.451447988004964
286,1.1330619440544938
287,1.524208927845746
288,1.3702726182232883
289,1.2981383144640826
290,1.1561629607704285
291,1.5818227210926064
292,1.5999682177595422
293,1.2458576222314894
294,1.450276891505001
295,1.2855604331509853
296,1.3612678341722324
297,1.6078614490926824
298,1.4995358633052385
299,1.5662645192538827
300,1.6636929049949896
301,1.2427406483127699
302,1.6677423579624342
303,1.1783840089093836
304,1.7451969474673115
