trial,estimate_value
1,0.028875132512611035
2,0.7154652977281866
3,0.6436548949391794
4,0.9045059144404427
5,0.4572669916693192
6,0.36211400296204327
7,0.9338690959512126
8,1.2337216047783002
9,1.2751342678371822
10,0.7392378590500487
11,0.320543724094459
12,0.8689590357477124
13,1.0377514578236369
14,1.2222210670489237
15,0.7874639705447604
16,-0.3579609411027278
17,0.20626982751412395
18,0.36184490935577945
19,0.631483563082874
20,1.0582407290198876
21,0.6225979902502462
22,0.6424662686111937
23,1.1613272412898041
24,0.7634795884351672
25,0.7965891451251951
26,0.6560308384478611
27,0.7096893163226702
28,0.47829526589186877
29,0.966731902073977
30,0.9801381662974065
31,1.5036175918325974
32,1.3188618131201222
33,0.2101386136314172
34,0.6921991101719173
35,0.44739475288244757
36,0.5783995956992951
37,0.87324996144321
38,0.9780919172158336
39,0.9820012664506901
40,0.9048973022895489
41,0.5370275019524484
42,1.2971933826475506
43,1.2529213835122062
44,1.2062994606051038
45,0.9660759301091296
46,0.09656909444999445
47,1.0425333439429805
48,0.5115841365243228
49,-0.20223322009635228
50,0.4027070453124316
51,0.2558127391597277
52,1.0125651708896835
53,0.7806054320786975
54,0.5882883457156471
55,0.4705672539429322
56,1.0077971097472636
57,0.12483047952828358
58,0.6430422889801339
59,1.3188620687792263
60,0.6463888677224187
61,0.6845394300925502
62,0.4077592841072894
63,0.7543720591706986
64,1.2132880740135197
65,0.25987050514092547
66,0.8851268898946526
67,0.6916056898009033
68,0.9614940740027083
69,0.7096253318762179
70,0.2889296403558547
71,0.5488458102229486
72,1.0405534963923146
73,0.9412003594258331
74,0.6687822232254094
75,1.4760249090920798
76,0.3536024435257116
77,-0.10169716621070965
78,0.5082883326362498
79,1.1199951040333371
80,1.4432132974158158
81,1.0767994271204708
82,0.5384507000159943
83,0.41310447907514886
84,0.996291904284901
85,1.3489303520411093
86,0.807460526807619
87,0.6726886054135179
88,0.6078787466315357
89,0.5394118517095957
90,-0.21702258654926687
91,0.8307368116635714
92,0.4207397029287763
93,1.0020282738437842
94,1.3895143255946583
95,0.8446009692518323
96,0.9338012045854588
97,0.11438126479345852
98,0.19310477923226088
99,1.3579893699278793
100,1.2199434525598993
101,0.36756835678678457
102,0.9289558629983121
103,0.4466220525460979
104,0.46394629671173826
105,0.7650186037284584
106,1.0521187740896831
107,0.5209182326490002
108,1.0866719447561846
109,0.7543594181035427
110,0.5565643714378389
111,0.817547318831937
112,0.004513236082863077
113,0.8772115615252818
114,0.8955471672564977
115,1.1174166142354032
116,0.7495308816827493
117,-0.06963231807359839
118,0.9007008205995484
119,0.7168816871524649
120,0.2990652403979997
121,0.9573899172272349
122,0.4183436480297758
123,0.7565421228128938
124,0.47373696910147944
125,0.4978356872658265
126,0.9799778397784781
127,0.905103816381567
128,0.22116081774452054
129,0.9936695499930195
130,1.3201581687398722
131,0.7159003524221649
132,0.5938505892403695
133,0.76380357183038
134,0.50857444234719
135,0.9767280372152294
136,-1.4536801621159445
137,1.096016171245554
138,0.6716835819984587
139,0.8080033102736798
140,0.7600946690294959
141,0.21078466785685587
142,0.9127305639738164
143,0.35905546004361294
144,0.8385310184071734
145,1.2294754415644444
146,0.5055266486767546
147,0.8158137430509256
148,0.7331101825407154
149,0.5681196988526906
150,0.7676822379739638
151,1.6279337618410301
152,1.2752563294786432
153,-0.29050596194119593
154,1.0811099265814992
155,0.8159245183948597
156,0.809627376558078
157,0.8045814364347462
158,0.5640574973000186
159,0.6190863748830476
160,0.7380638022718345
161,0.973252529148938
162,0.6895993087244474
163,1.260598250068465
164,0.6096123957631873
165,1.0074940825127603
166,1.1210836147205427
167,0.6321345004497175
168,0.7854350389709358
169,0.8322769380135002
170,0.6109022103162896
171,0.7017591315528439
172,-0.08583983750924384
173,0.8622381447690843
174,0.6165716585518439
175,0.9416665930377448
176,0.9298451855116012
177,0.7484334320961336
178,0.4563141596163791
179,1.0900027290088448
180,0.7547607525886589
181,1.1256160404981288
182,0.15287982942604708
183,1.2742697814347146
184,0.7477935464836799
185,1.3981290953245722
186,0.9792209242892874
187,0.9830642477618288
188,0.8494950898693174
189,1.1406891726608621
190,0.35777473477199584
191,0.8961744321662514
192,-0.0024136686846616406
193,0.7438862257915618
194,0.17564832162575428
195,0.7517706152936314
196,1.210482137805521
197,0.5613269531326981
198,0.43118835572366443
199,0.4287793764662168
200,1.1313196215414008
201,0.9370599086508367
202,0.36523691683212656
203,0.8407045651428815
204,0.8278013294077302
205,0.8174083891669983
206,0.1571381954331137
207,0.9985906884156728
208,0.2857903104580271
209,1.0201050667247498
210,1.3129937578721067
211,0.6211402060321447
212,0.5173292706091643
213,0.9425035360376885
214,0.8088850307693571
215,0.8481070290439628
216,0.97818401183305
217,0.7094808274069144
218,0.6215497786581302
219,0.9646509862373374
220,0.277172584486529
221,1.532615711050252
